PATIENT_ID,UBE2T,PTTG1,PGR,MKI67,MIA,MAPT,KRT17,KRT14,KIF2C,ESR1,CCNE1,CENPF,CEP55,FGFR4,MMP11,SFRP1,TMEM45B,TYMS,ERBB2,BCL2,CCNB1,CDC20,NAT1,RRM2,UBE2C,ACTR3B,ANLN,BAG1,BIRC5,BLVRA,CDC6,CDH3,CXXC5,EGFR,EXO1,FOXA1,FOXC1,GPR160,GRB7,KRT5,MDM2,MELK,MLPH,MYBL2,MYC,PHGDH,SLC39A6,NUF2,ORC6,NDC80
TCGA-A2-A0D2,644.6128,1445.5738,61.3565,5738.3108,1008.2018,35.8529,7846.9784,429.1259,3261.1347,39.5491,449.8244,6270.9296,1298.0965,11.0885,2979.8558,8484.9381,2.5873,6931.144,3414.1563,491.9608,2891.5173,3673.6278,19.9593,1190.9074,2681.205,757.3461,1431.5284,759.2164,1803.9512,518.9429,795.4167,9978.1926,79.4678,197.7453,1268.5271,84.6424,1045.6478,70.2273,630.1977,12066.5311,1135.0952,1026.058,94.9917,9537.239,2637.5901,5637.4053,8230.2717,799.8522,422.1031,1805.9508
TCGA-A2-A0D3,242.7857,33.5322,11629.4341,200.5481,2.6665,7319.3616,424.9557,239.5615,37.7237,10742.5439,10.64,504.2721,38.0461,124.1335,2004.8364,137.0305,81.5734,57.6818,10616.7983,3155.8923,302.1119,72.868,23565.694,86.4098,36.1116,238.5942,99.9516,3906.0584,26.5323,624.5365,92.8583,443.9787,575.528,37.0788,29.9855,9342.5762,51.2655,1476.3824,594.8734,391.4235,1755.6021,30.6303,11088.5056,50.6207,1610.8335,26.1164,50788.9731,50.9431,10.9624,29.3406
TCGA-A2-A0D4,1251.3612,1014.6676,243.3498,1901.8028,10.1467,1092.9442,373.5446,439.8401,998.959,9747.3049,50.0544,4726.9503,508.2656,86.7965,2769.2357,462.2049,271.0395,1400.2758,10026.0656,1469.1513,2117.1966,1014.6676,3254.0716,1729.0084,1546.0967,92.1215,1618.2496,2271.6865,904.6543,3355.2455,1024.2524,166.4044,2014.9578,42.8658,377.8046,8411.2772,64.698,798.4749,825.3659,282.7544,2073.7984,932.131,15381.8915,1325.3779,1444.6566,545.5402,44012.7692,1031.4411,152.0271,395.6431
TCGA-A2-A0EM,365.0568,187.5,19379.8118,791.5483,41.2393,6434.304,3080.2557,2911.9318,214.4886,16337.358,34.8011,1141.3352,142.4006,91.6193,6904.4744,519.5312,85.2273,692.081,7112.2159,4246.804,508.1676,218.3949,11571.733,450.2841,178.9773,192.4716,328.125,2526.2145,168.7393,1026.9886,307.1733,745.7386,374.2898,111.1506,160.1562,10542.9688,60.0142,1889.2045,316.4062,2450.2841,2248.2244,128.196,5623.5795,193.5369,901.2784,378.196,59704.1903,126.4205,39.4176,171.5199
TCGA-A2-A0EN,162.1492,235.1329,76.6163,860.2825,21.9017,3228.1235,286.981,534.6631,105.3475,8104.4888,27.4102,1037.2927,149.9302,74.3046,7450.6081,997.3333,463.6609,215.6155,6914.624,787.6291,452.4327,157.1956,3671.3093,418.0874,137.0508,167.1029,286.981,1436.477,97.8344,1464.2966,99.7333,224.8954,990.7284,289.9367,71.0022,5978.0554,216.309,753.6141,300.521,455.7351,1456.701,110.3011,8296.0297,233.1514,920.717,825.9373,6456.247,74.6349,34.6755,69.6812
TCGA-A2-A0EO,129.4835,239.2396,10928.2927,876.6141,141.0151,7683.2855,4018.2927,6068.5079,145.6241,7415.3515,22.9555,1043.4003,188.307,42.6829,19446.198,5235.6528,852.5825,324.3795,12533.7159,1914.2755,581.7791,228.4792,7732.066,232.7834,216.2841,260.043,223.099,2064.939,128.9993,1357.2453,119.4405,2408.1779,928.6227,503.5868,75.3228,4936.8723,390.6026,700.5022,832.1377,7749.6413,1890.2439,83.2138,6394.1894,136.2984,2805.5954,460.5452,24000.3587,80.703,17.2166,106.528
TCGA-A2-A0EP,135.8805,316.2793,57.4751,1065.4494,7.216,1077.0773,133.5549,127.2426,214.9503,2494.6865,80.731,747.1767,230.565,83.3888,2778.7398,1229.5691,82.0599,505.316,2368.4405,815.2831,488.7047,392.6914,2077.4104,694.0205,285.7145,124.2526,262.4587,1446.9015,100.4353,1243.1904,127.9071,185.05,629.2364,172.4254,81.0632,2684.3876,353.8209,599.0038,184.0533,403.6548,1379.7354,174.0865,5169.1073,560.1334,2503.6566,789.3694,2182.0616,112.2925,88.7044,142.1928
TCGA-A2-A0EQ,956.2694,735.7513,12.8497,6498.6528,2.1181,130.9845,16.9948,14.0933,1030.4663,584.8705,92.0207,4232.1244,802.9016,4376.3731,1379.0674,48.0829,173.6788,2189.6207,6236.2694,2368.9119,1340.1036,1079.3782,241.658,2005.3886,1414.715,476.6839,1156.0622,1744.2031,832.9119,636.2694,1046.6321,412.0207,341.9689,6386.5451,447.2539,6309.6373,53.057,1139.8964,566.6321,99.4819,1600,836.0622,2203.1088,2851.399,882.487,3951.9171,4084.9741,369.7409,302.5907,416.1658
TCGA-A2-A0ER,316.1236,422.804,1157.4161,2957.2171,6.6299,754.2968,189.2523,324.2602,608.7413,27313.8009,53.3402,2779.7178,468.6103,137.7202,1120.747,327.8765,33.752,1100.8303,7030.6608,5788.4669,1300.3558,489.7053,198.293,1102.6656,435.1596,155.5003,1052.0376,12765.447,255.2374,3213.3706,522.5532,228.4287,1026.7236,94.3248,198.8957,10747.2978,95.2288,1300.3558,464.3913,319.4385,6318.2527,484.2808,9239.6083,317.9317,690.4091,446.0085,19384.7946,236.5653,154.8975,328.1779
TCGA-A2-A0ES,80.2452,121.8538,8415.4398,605.554,492.5457,4697.6874,11891.8919,3615.4918,123.3398,7116.5599,21.5473,671.682,138.2001,209.9006,704.3745,11758.5214,100.678,302.3944,8215.8447,2818.2409,333.612,109.2226,656.8218,437.6335,149.7167,128.5409,479.9851,1354.8844,89.7743,1201.0774,104.3931,2915.5754,573.976,1373.4448,40.1226,4549.4567,338.4415,1143.494,667.2239,13637.2249,4276.4001,98.449,7752.2058,105.8791,3887.8053,1040.587,24903.8729,40.1226,25.2624,82.1027
TCGA-A2-A0ET,226.7064,297.9415,2460.0244,1194.7454,2.3212,11.3759,9.7508,6.7714,183.9112,19300.3792,21.6685,1684.7237,203.4128,5.4171,437.4323,96.9664,147.0748,357.8982,8241.6035,3848.5915,846.1538,131.636,13589.1116,289.2741,245.9372,145.9913,253.792,1618.1148,165.8559,1859.9675,182.286,594.5287,713.7053,8.9382,139.7616,9528.7107,319.8808,608.0715,1123.5103,4.8754,2284.1278,130.5525,14317.714,104.0087,2225.8938,35.753,26156.2839,226.4355,105.6338,108.3424
TCGA-A2-A0EU,282.1057,313.4949,14831.5382,1074.3855,0,8504.095,3420.2331,717.1841,374.2867,18472.3581,78.2744,834.7944,346.4734,26.6212,8732.1635,176.018,785.1279,672.381,5845.1498,2355.7809,1164.9772,367.9294,167.2767,451.7664,437.8598,164.4954,641.691,1725.096,310.793,946.0473,502.2275,416.8012,1672.7674,90.5917,165.6874,10874.1799,83.4397,2088.3766,546.3314,11386.7381,4732.6205,261.8417,5800.6486,873.3356,2519.4817,309.9189,7863.1986,166.0847,301.5749,185.9513
TCGA-A2-A0EV,242.1053,421.7544,9715.6772,1405.614,21.4456,5107.7193,382.1053,544.9123,395.0877,13449.1228,33.3333,1666.6667,239.6491,24.5614,15720.3509,645.614,332.6316,354.1439,13044.9123,1860.3509,905.2632,611.2281,1648.4211,757.193,307.3684,208.0702,664.2105,1188.7333,475.5719,2482.4561,504.5614,644.9123,1788.0702,126.3158,240,6958.5965,78.9474,1196.4912,631.5789,684.2105,3423.1579,248.4211,6743.5088,601.7544,339.6491,340.7018,14808.0702,160.7018,102.807,120
TCGA-A2-A0EW,71.9093,100.6022,2294.396,722.6355,80.0567,2705.6323,2762.3096,5182.7843,128.9408,8655.6854,30.1098,604.6759,100.9564,247.9632,5186.6808,5897.2724,84.3075,247.0244,7085.3702,1735.3879,297.2016,136.734,3963.8682,298.2643,105.5615,165.4269,185.6181,1044.2508,68.8062,1210.7687,145.5898,647.8923,450.9387,859.7202,44.9876,5900.8147,390.7191,1203.3298,382.926,6807.6514,2065.5331,82.1821,7871.7676,123.9816,3300.3897,967.4106,15280.5526,64.4704,45.3418,78.6397
TCGA-A2-A0EX,91.5061,94.1331,5247.9335,469.352,78.9667,6496.4974,1724.606,4066.9877,117.338,4315.2364,25.394,357.268,77.4956,83.6252,7407.1804,3628.7215,345.0088,208.0692,13935.2014,2363.8354,408.9317,142.732,841.5061,305.1664,74.4308,224.606,189.5797,1579.5622,71.8433,1124.7811,133.9755,619.0893,836.69,211.9089,28.4588,6869.0893,177.3205,1575.7443,580.1226,2253.0648,2030.648,77.9335,6568.3012,119.0893,3915.937,383.5377,16086.69,31.0858,16.6375,106.3923
TCGA-A2-A0EY,368.4596,227.9546,37.6875,2443.1028,1.1526,1413.0992,35.858,25.247,375.4116,6632.2722,58.5437,2271.8624,425.9056,504.9396,810.0988,193.9261,206.7325,318.6754,99855.4702,397.3655,676.5459,542.993,1225.3933,1460.6659,582.876,192.8284,607.757,1833.0735,272.3564,1236.7362,310.2817,330.772,477.8632,71.3502,194.6579,7686.0593,81.2294,1351.6282,4572.2649,10.2452,1439.4438,599.3414,4658.6169,2191.7307,556.5313,332.6015,9026.7106,270.7647,99.5243,136.846
TCGA-A2-A0ST,384.5578,600.1497,166.3993,3430.2214,1151.9452,198.4814,2083.1997,2992.1933,754.5717,1239.6535,1553.2029,3441.7709,770.8266,162.1217,658.3253,7317.72,18.3938,876.5907,4374.7193,1747.4067,1008.6622,1035.1834,215.5919,1423.5911,1158.8065,659.1808,1196.0218,1263.698,384.0659,1505.7213,624.9599,6316.7576,340.9261,639.5038,381.9912,572.773,1169.5006,283.1783,522.2971,28468.3991,1670.8373,669.8749,479.0931,1722.5965,4591.5945,3273.2328,3843.4392,249.3851,195.4871,324.6712
TCGA-A2-A0SU,185.5359,304.7783,1377.1847,1168.3168,235.9363,2416.7025,1834.6965,2703.4008,469.6513,37726.2161,49.9354,893.672,387.43,25.8287,2982.3504,3378.39,92.5527,553.6978,9701.6789,3989.2381,742.5743,325.4412,179.9397,583.2975,306.5002,114.5071,482.5656,3084.3392,582.0017,242.7895,314.2488,1003.4438,720.1894,169.1778,145.071,11817.9079,154.5415,1575.9793,638.3986,2468.7904,1648.2996,196.7284,11018.0801,288.4201,2111.9242,715.0237,22090.8308,159.7073,42.6173,233.319
TCGA-A2-A0SV,1229.8829,983.1749,767.0818,1646.7828,0.5767,1558.7331,25.3178,25.3178,832.112,2209.1195,131.09,4598.8393,472.5991,127.7143,53695.4155,39.6646,279.0585,885.6563,6758.4484,340.6652,2207.7129,1267.5783,2970.3416,1961.8489,1240.2913,265.2744,1029.3096,816.7131,704.8591,1278.8307,682.7369,1122.9855,863.8999,52.8861,611.0031,4929.6587,72.5777,380.0484,391.3008,27.287,1271.2353,443.343,3967.582,1783.7803,4214.2899,190.1649,3303.9741,377.798,319.2857,575.5582
TCGA-A2-A0SW,874.3826,1095.0622,1109.7464,3786.2128,1.3776,1573.7132,9.652,2.6324,1159.5551,9649.7973,84.6743,3035.9899,633.9603,512.8717,5751.2704,124.1597,159.2578,840.3901,1322.7615,591.8425,1403.4872,1205.1827,3095.6567,2597.263,1545.6347,185.5815,1177.1042,1224.2936,605.7063,3154.8848,351.4202,434.3396,823.929,72.8287,386.0796,5958.3495,67.5639,1834.317,106.1719,25.4462,2199.7765,575.6096,5039.2167,2764.4179,367.6531,3149.1814,10559.7168,533.9306,361.9497,425.1263
TCGA-A2-A0SX,322.0938,483.6224,55.8767,7842.0039,29.2036,381.824,12017.9833,732.8195,1096.6602,230.8927,546.885,6828.1952,1014.772,53.6288,6838.4714,2681.1175,17.0199,920.8606,4211.9461,954.7206,815.6712,1150.6101,48.8118,1470.7771,1083.4939,473.9884,875.0803,1079.4059,240.6037,571.6121,365.4464,2871.5478,568.0796,829.1554,493.8985,326.2685,2676.6217,295.4399,668.5934,57013.1663,1601.7983,1040.1413,578.9981,1674.6949,3312.4599,4197.8163,2033.7187,713.5517,187.8613,369.2999
TCGA-A2-A0SY,163.0662,341.8118,4350.1429,1256.446,250.8955,2886.4111,339.3728,427.8746,236.9338,11391.9861,30.662,1299.3031,234.8432,242.8571,8528.223,4504.5296,182.5784,509.3449,25728.5714,3198.6063,698.2578,485.3659,5725.4355,654.3554,307.3171,144.2509,239.7213,1692.0383,217.3798,1353.6585,716.3763,226.1324,1782.5784,246.3415,134.4948,12403.1359,247.0383,1461.6725,1211.4983,376.6551,1863.7631,153.3101,10354.007,371.0801,2342.8571,912.892,35719.1638,147.7352,33.101,170.7317
TCGA-A2-A0T0,881.0443,1076.9775,20.3141,2037.9678,22.6503,395.4706,1480.3117,832.2248,967.5432,85.8437,289.6404,4281.3706,487.8672,319.1287,25820.921,8756.3809,0.9829,961.8585,3418.347,115.3319,1037.0045,1985.8718,67.1677,3086.1123,1164.1318,492.1266,1744.0679,927.5964,1247.5541,525.8743,801.0983,2439.0084,96.9837,357.4602,974.4238,490.4884,2669.9999,584.1956,503.2666,35.7136,3383.944,783.0777,232.3021,2639.2011,9947.3798,726.7223,2877.4008,527.8402,291.934,661.8481
TCGA-A2-A0T1,464.8001,430.7173,26.5921,2308.27,2.3409,551.3181,4.4944,0.7491,531.4676,47.1916,40.45,1548.7094,649.4467,420.6048,14408.4286,284.2734,746.0772,897.5211,148576.1049,359.9298,820.61,679.7842,184.2721,935.9673,585.7755,276.7827,1406.76,1395.7486,343.8509,1352.0776,457.6839,1218.7426,647.1995,85.3906,226.2202,4565.9775,95.5069,1092.1491,12277.689,7.1162,1133.3482,645.7013,2631.1206,1547.9604,623.2291,943.4581,2292.914,437.0844,287.6442,234.0855
TCGA-A2-A0T2,223.8074,367.811,14.7124,1460.5439,400.4681,152.4744,12393.2234,660.2764,502.0062,45.9206,402.14,842.6215,340.6152,66.4289,5621.0432,10254.1239,5.35,468.5377,3830.1382,160.4993,1057.5123,1166.741,32.9915,835.4882,1024.9666,365.136,700.4012,1237.2804,301.5872,680.7847,215.3366,3849.7548,469.4605,539.0058,78.0205,10.2541,3228.2657,233.1699,565.3143,3090.9496,1032.9915,664.2889,1067.7664,1222.0241,838.1632,3455.1939,2905.0379,232.2782,129.737,358.0027
TCGA-A2-A0T3,561.6064,507.5397,9631.1524,3061.4892,30.5149,17727.3224,675.6778,1024.455,891.3196,12734.1199,200.6407,4255.0199,431.9087,21.5642,7534.0261,1329.4789,24.6894,333.3479,6334.5574,3614.3449,1690.7571,937.5732,235.9559,798.4999,737.8701,211.579,1367.9194,1869.3773,1456.5169,1203.8441,1415.1106,572.8573,1561.0595,535.3543,492.5385,6029.5336,202.2033,760.0594,457.2232,896.32,1797.0154,1320.7282,6702.3986,2942.7299,3521.8376,191.2649,26544.2613,647.2381,449.0976,593.4839
TCGA-A2-A0T4,651.5373,621.2787,5661.0835,3288.9214,19.0337,3940.9468,516.8375,546.1201,395.3148,18824.7926,91.264,2859.4436,663.2504,55.6369,5141.0444,1078.0869,175.6955,316.3397,8181.552,1580.2831,1472.9136,391.4104,4053.6847,1428.5017,729.6242,137.1401,1000,2632.1913,413.7677,1586.6276,479.7462,618.3504,1043.4358,165.9346,412.3963,6069.7901,146.4129,1040.9956,429.4778,562.7135,2055.6369,402.1474,8966.8131,983.4065,2812.5915,936.0664,36486.5788,296.2421,71.7423,244.5095
TCGA-A2-A0T5,509.5286,198.4134,7960.9337,1039.1174,289.5341,6885.0187,17870.703,10956.8706,347.5882,6638.8256,47.0502,2079.6936,228.6861,252.7583,3181.5446,1545.7281,52.8859,504.2765,9865.2321,2831.4033,849.0927,471.2319,7713.6865,653.2324,348.3177,260.0529,508.4344,3592.3698,257.3283,305.6442,631.7133,3383.9701,1460.7459,471.5966,331.9048,6171.241,216.6499,991.3376,733.1084,10132.5796,1373.5753,230.8744,7188.4745,667.0922,3475.5175,449.7128,30161.0285,329.3517,41.2146,216.2852
TCGA-A2-A0T6,54.1112,58.6457,3945,435.006,0.3023,1975.2116,67.7146,54.7158,67.7146,2865.4776,25.9976,485.1874,64.994,308.948,9461.3059,1230.0484,829.2019,147.8446,12221.8863,1540.5079,353.688,94.6191,2113.3615,153.5671,43.5308,124.2443,172.9141,1235.7981,33.9994,724.607,62.5756,123.3374,606.1064,299.2745,32.6481,7320.4353,131.1971,999.0931,441.6566,76.4813,1481.2576,60.1572,4534.1596,70.7376,2239.7219,165.9613,7048.0653,25.0907,17.231,38.3918
TCGA-A2-A0T7,331.0464,250.4514,607.3373,2398.209,120.1704,774.4638,4746.4433,4139.2359,422.9075,2607.3518,39.5754,1553.5495,233.9857,78.8618,20905.0336,7329.8187,385.6431,372.277,7367.0831,774.1749,972.0517,468.838,479.5263,411.0638,344.9123,251.6068,530.6565,983.5401,209.4288,938.5426,274.4277,4903.5892,1485.087,605.7601,173.3227,6773.1639,301.5816,1101.466,701.9571,6642.5941,2696.9019,211.7426,2577.8869,656.3154,1773.3805,846.9705,8083.1949,307.0701,68.7514,179.1002
TCGA-A2-A0YC,245.1595,237.4715,17274.4875,1261.959,2.5626,8853.6446,124.1458,71.4692,343.6788,18512.8132,20.2164,2461.2756,325.1708,8.8269,15977.221,216.1162,58.3713,432.1526,14571.1845,3596.8109,634.9658,326.5945,7197.3235,978.0752,291.5718,142.6538,412.3007,1605.2221,253.3229,1646.3554,321.4692,61.2187,1384.3964,72.8929,152.6196,11155.7517,44.4191,735.4784,615.8884,93.9636,3331.7198,180.2392,8124.7153,338.5535,1004.5558,507.1185,65318.6219,153.7585,31.3212,160.3075
TCGA-A2-A0YD,223.5285,120.7827,7391.5227,1136.6455,16.974,3247.9266,679.9259,846.1229,176.8258,14064.5785,24.1565,2942.9101,175.5375,3.865,12959.8196,1375.6341,257.6697,280.029,6255.8982,2209.5177,315.3233,228.3598,6160.8825,557.2107,220.6297,124.3256,403.2531,1134.262,110.4082,1142.443,97.5924,576.536,1416.2171,390.0475,92.439,6669.7802,264.4335,793.6227,446.7348,833.8836,1556.9692,124.6477,7937.5151,270.8753,1597.5521,363.3143,11932.6838,168.4516,19.3252,128.5128
TCGA-A2-A0YE,673.9544,462.9278,20.2788,2637.8327,372.1546,54.4994,2954.3726,423.0038,1124.5247,12.3574,579.8479,5096.6413,752.218,320.9759,2294.9937,11172.6869,2.218,1039.8194,5692.6489,228.1369,2423.9544,2150.1901,72.8771,1735.7414,2286.7554,1154.6261,2397.3384,318.6312,935.7446,386.2484,505.3866,4047.2117,903.9924,3948.3333,462.6109,31.052,11791.8251,270.5957,328.2636,1148.9227,864.0684,628.327,25.0317,5595.6907,591.2548,7348.8593,2392.9024,446.4512,256.0203,469.5817
TCGA-A2-A0YF,448.7248,340.8608,1486.3549,3047.0244,14.6493,1698.9904,295.6961,290.1169,242.2954,38185.9724,25.2391,2301.8066,388.4166,149.3092,1078.3741,475.5579,184.9097,704.3757,6705.6323,4722.3698,979.0117,295.4304,5557.9171,1643.9957,514.0808,89.7981,873.2731,9551.0414,361.6658,3146.6525,334.7503,129.6493,795.4304,72.5292,76.2487,12136.0255,75.4516,2058.4485,479.543,319.6068,3388.1509,485.9192,13693.1456,277.3645,1727.6833,688.3634,215112.1148,240.17,77.3114,318.5441
TCGA-A2-A0YG,668.4167,500.082,53.8146,4540.1148,13.7818,659.8852,368.4988,419.6883,727.4815,10578.1788,170.9598,4308.1214,807.8753,259.8852,2734.0443,643.4783,61.3618,522.1132,124793.1091,372.4364,1982.9368,780.6399,6980.1477,3419.5242,761.6079,232.3216,2582.1165,570.8056,1276.1214,1209.8441,7254.799,1243.3142,693.3552,101.0664,358.3265,7948.1542,59.0648,3095.324,5627.5636,532.8958,1681.7063,1024.1181,7112.0591,2693.6833,625.1025,1856.9319,16735.685,1450.6973,166.694,645.7752
TCGA-A2-A0YH,467.2284,361.5078,518.1765,2698.0044,1.4191,299.0687,144.0355,87.6275,495.255,11409.6674,109.9778,3483.1042,474.3237,1078.4922,4761.6851,31809.49,404.4346,758.1588,7059.1574,680.7982,1507.7605,609.49,2617.8271,614.102,749.6231,197.2506,995.8315,1193.7738,463.4111,1143.0599,666.9623,316.0976,787.5831,64.5676,317.5166,5775.255,48.2483,1575.1663,388.4701,164.612,2562.8381,563.0155,3017.6497,1449.5787,2319.1131,953.2594,33125.6763,330.2882,141.1973,394.1463
TCGA-A2-A0YI,62.0155,94.2159,3659.5021,483.8998,23.4347,5047.7042,328.5629,686.0465,105.5456,21075.7305,11.9261,410.2564,90.9362,13.715,2235.5397,1203.0411,63.2081,168.2409,6090.638,3015.2057,246.5713,131.1866,5847.6446,197.6744,76.9231,168.1574,124.031,1452.5045,43.6643,1903.1008,79.3083,328.8611,703.3393,282.9457,32.2004,9070.96,151.1628,1178.5927,240.6082,684.2576,2189.9225,53.071,10237.9249,76.3268,1106.1419,846.452,16033.0948,334.2278,39.9523,49.4931
TCGA-A2-A0YJ,331.5704,276.2408,7.7299,2802.6851,3343.1204,873.0675,1257.5264,14190.3987,1144.8332,20.7486,87.8763,3762.4085,591.5378,129.7803,4502.8478,41377.5427,6.9162,1092.201,47534.1741,38.6493,1165.5818,2331.5704,15.8666,1453.214,1131.0008,597.6404,6489.0155,976.9894,677.7543,228.2343,282.7502,6880.3906,121.6436,1984.1253,377.5427,12.205,3626.1188,22.3759,5563.4662,5102.1155,1458.9097,810.0081,149.3084,2890.5614,6341.7413,11284.3775,4547.1928,521.9691,124.0846,742.4736
TCGA-A2-A0YK,104.7519,161.1013,229.9703,1040.6564,176.4276,1103.8688,3196.018,4356.9585,191.082,12827.7788,32.5092,1047.8807,140.1509,612.2571,1527.5723,14896.0879,65.3797,195.0156,4315.0577,1761.6388,352.1833,239.4846,2659.2546,477.1632,163.6298,230.0931,230.4543,1103.6809,38.1622,437.4297,118.8393,1576.3362,518.3415,1004.889,103.6683,5548.9634,559.8811,1265.3313,316.0619,6376.865,2119.2402,105.4744,4552.0139,247.4313,2109.8487,1239.3239,5037.4849,172.6601,33.5929,81.2731
TCGA-A2-A0YL,229.6789,274.8458,9092.0894,1914.6312,271.0531,1621.8467,2725.0741,2726.6757,450.7087,4636.1816,38.44,2539.6012,353.0071,33.9553,11239.5291,12391.4471,195.4032,398.5777,4467.0457,2510.4509,849.2032,445.5834,1029.8711,860.7352,316.1688,215.5842,586.53,1032.8598,308.1797,1201.89,167.8546,1946.6645,767.8386,837.9659,202.1302,5897.9739,318.4111,1289.3409,660.5269,5164.411,1780.732,235.4449,3876.0311,299.1912,4008.3287,1132.698,5687.8353,170.7376,32.9943,153.7599
TCGA-A2-A0YM,939.4483,822.5326,11.4854,9197.7583,190.9024,400.2226,17325.6057,909.4095,1287.2503,39.7572,2230.8216,6744.8853,1310.8101,147.2489,2195.4818,5114.545,11.1909,2948.2567,4102.9447,447.3423,1814.696,8140.8053,23.8543,2319.7599,1733.7091,261.5141,3780.764,814.1129,1456.3598,234.7148,723.5813,6639.4551,156.6729,866.6955,598.1252,46.5307,2391.3229,125.7506,869.0633,12309.423,2273.2293,1823.2365,168.7473,2961.1763,6827.0502,19276.9488,1946.3366,752.1476,249.7342,1691.3014
TCGA-A2-A0YT,645.6746,436.3833,56.0987,4010.7882,5.3941,471.9844,360.3263,245.1622,725.2377,15412.5818,96.2848,3787.2025,683.9728,1517.9017,1980.9858,562.0659,839.0533,907.3104,6193.5136,1009.5071,2033.5783,708.7857,759.76,2313.5325,1240.1052,143.2135,1252.5116,1075.299,728.4714,1048.8841,485.7393,505.9672,1270.0425,107.8821,443.3956,5329.3777,142.9438,1509.5408,349.2684,578.518,4751.1294,341.9864,5045.9173,1558.8969,1303.2162,302.07,9874.4522,446.3623,263.7718,284.2694
TCGA-A2-A1FV,254.7364,230.9975,164.6504,1162.5961,25.2149,4401.1261,351.2136,580.9937,206.9543,15927.8703,17.9563,1965.7612,226.4323,507.038,2046.1082,1551.5484,65.7384,414.2433,5601.4609,6903.751,876.5122,158.2591,165.8678,315.6053,240.7365,527.7334,647.0364,997.5835,133.4825,1000.0761,191.4327,272.997,429.4301,244.6869,68.4775,11019.7063,286.6925,1711.3292,540.5159,707.601,2421.0606,203.9108,11186.1828,73.0427,5181.4654,199.65,33414.289,168.3025,22.5215,248.0408
TCGA-A2-A1FW,1045.323,340.6275,76.2555,5241.1542,9.1981,1032.5643,442.9938,379.4971,583.0428,32049.2545,35.9024,1418.2924,313.9233,439.1366,1206.142,846.5247,163.1926,789.3272,2968.6225,2504.8587,1278.5402,613.901,593.7245,1547.0662,980.046,90.4977,1069.6536,880.6468,537.6456,1523.6258,268.5261,548.0306,1026.6301,231.7306,212.1504,14198.0565,66.7606,2537.4972,332.913,719.8279,4010.0883,219.2716,3788.443,334.3966,2242.2669,249.5364,20771.4561,281.8782,205.326,298.1975
TCGA-A2-A1FX,635.2989,517.7713,3479.2905,2443.4365,5.7112,2524.4059,262.4061,220.9735,770.9701,14058.3576,49.8274,1407.623,473.0892,43.0573,2246.5642,587.9087,127.818,839.4097,5051.2491,1476.4065,1398.145,521.2917,1156.049,1757.7686,887.9561,173.3126,592.7832,2230.5301,399.6913,315.483,905.0166,557.0374,1658.3847,119.9648,227.2019,5713.0865,115.0904,1524.8798,574.3687,369.914,5238.3725,264.0309,6974.2062,711.6647,1721.4813,109.1328,48507.4809,325.2319,121.8604,240.742
TCGA-A2-A1FZ,234.1746,141.4977,7258.374,1159.2884,31.0302,6701.6963,632.1887,1167.5631,223.4175,19629.2925,50.8895,1645.4282,212.2466,55.4406,18121.6384,2542.8217,24.4104,347.4762,8683.0782,2778.6512,457.5921,223.4175,12934.6297,381.0509,143.1527,290.029,296.235,1720.6496,73.1692,1199.4208,172.1142,590.8151,1143.5664,455.1096,124.1208,11798.0968,139.8428,2562.681,474.969,1453.4547,3590.4013,120.8109,5599.9173,295.8213,986.3467,486.1398,13028.9615,101.7791,49.6483,112.9499
